CDK3|0008283/not known/not known|0016740/not known/not known|0005575/cellular_component/not known|1
CDK5RAP2|0045664/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CDKN1A|0008629/not known/not known@0008285/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CDV1|0007283/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CDYL2|0006333/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CEACAM1|0016477/not known/not known@0007229/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CEECAM1|0007159/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CENTB5|0043087/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CENTD1|0043087/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CENTD3|0007010/not known/not known@0007165/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CENTG3|0043087/not known/not known|0005096/not known/not known|0005575/cellular_component/not known|1
CGI-69|0006810/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CHD6|0006333/not known/not known|0004386/not known/not known|0005575/cellular_component/not known|1
CHD7|0006333/not known/not known|0004386/not known/not known|0005575/cellular_component/not known|1
CHRFAM7A|0006811/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CHST9|0005975/not known/not known@0030166/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CHURC1|0045941/not known/not known|0016563/not known/not known|0005575/cellular_component/not known|1
CIP29|0006350/not known/not known|0003676/not known/not known|0005575/cellular_component/not known|1
CLIC6|0006811/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CMYA4|0016568/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CNDP1|0006508/not known/not known|0016787/not known/not known|0005575/cellular_component/not known|1
CNGA2|0006813/not known/not known|0005222/not known/not known@0000166/not known/not known|0005575/cellular_component/not known|1
CNGA4|0006811/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CNGB3|0007600/not known/not known@0007601/not known/not known|0005223/not known/not known@0000166/not known/not known|0005575/cellular_component/not known|1
COG1|0006891/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
COH1|0006508/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
COL12A1|0030199/not known/not known|0005515/not known/not known|0005575/cellular_component/not known|1
COL16A1|0006817/not known/not known|0005198/not known/not known|0005575/cellular_component/not known|1
COL22A1|0006817/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
COL24A1|0006817/not known/not known|0003899/not known/not known|0005575/cellular_component/not known|1
COL25A1|0007155/not known/not known|0005515/not known/not known|0005575/cellular_component/not known|1
COL4A2|0030198/not known/not known|0005515/not known/not known|0005575/cellular_component/not known|1
COL6A2|0016337/not known/not known@0006817/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
COLM|0006817/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
COMTD1|0042135/not known/not known|0008757/not known/not known|0005575/cellular_component/not known|1
COX11|0008535/not known/not known@0007585/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CPA6|0006508/not known/not known|0004180/not known/not known|0005575/cellular_component/not known|1
CPLX1|0006836/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CPSF2|0006397/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CPSF3|0006379/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CPXM2|0007155/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CRA|0046839/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CRB2|0007155/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CTNNA3|0007155/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CTSD|0006508/not known/not known|0016787/not known/not known|0005575/cellular_component/not known|1
CXCL16|0006898/not known/not known|0005125/not known/not known|0005575/cellular_component/not known|1
CXXC5|0043123/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CYC1|0006810/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
CYGB|0015671/not known/not known@0006979/not known/not known|0020037/not known/not known|0005575/cellular_component/not known|1
CYP2B6|0006810/not known/not known|0046872/not known/not known|0005575/cellular_component/not known|1
D4ST1|0005975/not known/not known|0016740/not known/not known|0005575/cellular_component/not known|1
DAAM1|0016043/not known/not known|0003779/not known/not known|0005575/cellular_component/not known|1
DACH2|0007275/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DCAMKL2|0007242/not known/not known|0004713/not known/not known|0005575/cellular_component/not known|1
DCAMKL3|0006468/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DCD|0050832/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DCDC2|0007242/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DCHS1|0016339/not known/not known|0005515/not known/not known|0005575/cellular_component/not known|1
DCHS2|0007155/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DDEF1|0043087/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DDHD1|0016042/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DDI2|0006464/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DDX20|0006397/not known/not known|0004004/not known/not known@0003723/not known/not known|0005575/cellular_component/not known|1
DDX58|0009307/not known/not known|0017111/not known/not known|0005575/cellular_component/not known|1
DEDD2|0006396/not known/not known@0007242/not known/not known@0016075/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DEFB118|0042742/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DEFB127|0045087/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DHH|0007275/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DHRS2|0005975/not known/not known|0016491/not known/not known|0005575/cellular_component/not known|1
DHRS4|0005975/not known/not known@0008152/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DIRAS1|0007264/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DIRAS2|0007264/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DKFZP566M114|0006814/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DKFZp434B1231|0007517/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DKFZp434P0216|0007275/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DKFZp667B0210|0007275/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DKFZp761H039|0006811/not known/not known|0015293/not known/not known|0005575/cellular_component/not known|1
DKFZp761P0423|0006468/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DKFZp762I137|0005975/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DLG5|0007242/not known/not known|0030159/not known/not known|0005575/cellular_component/not known|1
DLL1|0007219/not known/not known@0030154/not known/not known@0042472/not known/not known@0030155/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DLL4|0007219/not known/not known@0007165/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DLX1|0007275/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DMAP1|0006306/not known/not known@0001558/not known/not known|0016564/not known/not known|0005575/cellular_component/not known|1
DMGDH|0006546/not known/not known|0047865/not known/not known|0005575/cellular_component/not known|1
DMPK|0006936/not known/not known@0006464/not known/not known|0016740/not known/not known|0005575/cellular_component/not known|1
DMRT2|0008584/not known/not known@0006350/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DMRTA1|0007548/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DMRTA2|0007548/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DMRTB1|0007548/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DMRTC2|0007548/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DNAH17|0007018/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DNAH3|0001539/not known/not known|0017111/not known/not known|0005575/cellular_component/not known|1
DNAH5|0001539/not known/not known|0017111/not known/not known|0005575/cellular_component/not known|1
DNAH7|0007018/not known/not known|0005509/not known/not known|0005575/cellular_component/not known|1
DNAH8|0001539/not known/not known|0017111/not known/not known|0005575/cellular_component/not known|1
DNAJA5|0006457/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DNCH1|0007052/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DNCL2B|0007018/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DND1|0007275/not known/not known|0000166/not known/not known|0005575/cellular_component/not known|1
DNER|0001764/not known/not known@0007416/not known/not known|0005509/not known/not known|0005575/cellular_component/not known|1
DRAP1|0000122/not known/not known|0003714/not known/not known|0005575/cellular_component/not known|1
DSCAML1|0006935/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DST|0030036/not known/not known@0007155/not known/not known@0007229/not known/not known|0005515/not known/not known|0005575/cellular_component/not known|1
DTX1|0007166/not known/not known|0005515/not known/not known@0003713/not known/not known@0004842/not known/not known|0005575/cellular_component/not known|1
DTX3L|0016567/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DUSP16|0045204/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DUSP18|0006470/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DUSP19|0006470/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
DUSP23|0006470/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
E2-230K|0006512/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
EAT2|0007242/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
EBF|0007275/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
EBPL|0016125/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ECGF1|0030154/not known/not known@0007267/not known/not known@0008152/not known/not known@0007600/not known/not known|0005161/not known/not known|0005575/cellular_component/not known|1
ECT2|0006281/not known/not known@0043123/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
EDIL3|0007155/not known/not known|0005515/not known/not known|0005575/cellular_component/not known|1
EEF2K|0006468/not known/not known|0005488/not known/not known@0016740/not known/not known|0005575/cellular_component/not known|1
EFTUD1|0006412/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
EGFL4|0007275/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
EIF3S3|0006446/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ELAVL3|0030154/not known/not known|0000166/not known/not known|0005575/cellular_component/not known|1
ELMOD1|0006909/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ELMOD2|0006909/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
EME1|0015986/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
EMR4|0007165/not known/not known|0005509/not known/not known|0005575/cellular_component/not known|1
EMX1|0007275/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENAH|0007275/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENPP2|0006928/not known/not known@0009117/not known/not known|0016787/not known/not known@0008134/not known/not known|0005575/cellular_component/not known|1
ENSG00000079739|0006096/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000111452|0007218/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000112200|0009401/not known/not known|0008270/not known/not known|0005575/cellular_component/not known|1
ENSG00000113615|0006886/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000132249|0006508/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000134899|0006281/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000136832|0007608/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000153587|0006955/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000173758|0006955/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000182170|0007186/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000183914|0007018/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000184721|0006512/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000184888|0006512/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000185383|0015986/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000196471|0007165/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000197052|0007165/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000197653|0007018/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
ENSG00000197944|0006278/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
EOMES|0009653/not known/not known|0003700/not known/not known|0005575/cellular_component/not known|1
EPHA4|0007165/not known/not known@0007169/not known/not known|0005003/not known/not known|0005575/cellular_component/not known|1
EPHA6|0007169/not known/not known|0005003/not known/not known|0005575/cellular_component/not known|1
EPOR|0007264/not known/not known|0005085/not known/not known|0005575/cellular_component/not known|1
ERAS|0007264/not known/not known|0003674/molecular_function/not known|0005575/cellular_component/not known|1
